USER_ID,PERSON_ID,EMAIL,NAME_PREFIX,FIRST_NAME,MI_NAME,LAST_NAME,NAME_SUFFIX,STATUS_CODE,STATUS_DESCRIP,ACCOUNT_CREATED_DATE,ACCOUNT_UPDATED_DATE,ACCOUNT_LAST_LOGIN_DATE,LAST_UPDATED_DATE,LAST_UPDATED_DAY,ORG_ID,ORG_NAME
REIDV97,78175382,ReidV97@cancer.com,Ms,Victor,,Reid,,1,Active,05/20/2021 18:18:56,05/21/2021 13:39:24,05/21/2021 13:27:19,05/21/2021 13:39:24,2021-05-21,5998304,NEW YORK UNIVERSITY SCHOOL OF MEDICINE
DAVIESK50,78180076,DaviesK50@cancer.com,,Kevin,A,Davies,,1,Active,05/20/2021 12:57:18,05/20/2021 23:00:55,05/20/2021 23:00:55,05/20/2021 23:00:55,2021-05-20,578417,UNIVERSITY OF TEXAS HLTH SCI CTR HOUSTON
GRANTC40,78187921,GrantC40@cancer.com,,Carolyn,,Grant,,1,Active,05/25/2021 17:18:15,,,05/25/2021 17:18:15,2021-05-25,577510,UNIVERSITY OF CALIFORNIA SANTA CRUZ
WRIGHTS52,78173408,WrightS52@cancer.com,Dr,Sally,,Wright,,1,Active,05/14/2021 19:02:11,05/14/2021 19:18:49,05/14/2021 19:15:08,05/14/2021 19:18:49,2021-05-14,7375802,SCRIPPS RESEARCH INSTITUTE
JOHNSTONB43,78189545,JohnstonB43@cancer.com,,Bernadette,,Johnston,,1,Active,05/26/2021 14:25:11,,,05/26/2021 14:25:11,2021-05-26,4679701,UNIVERSITY OF LOUISVILLE
MCGRATHA4,14801139,McGrathA4@cancer.com,,Abigail,,McGrath,,1,Active,05/17/2021 10:38:18,05/26/2021 13:19:06,05/26/2021 13:19:06,05/26/2021 13:19:06,2021-05-26,,
ABRAHAMR40,78183964,AbrahamR40@cancer.com,,Rebecca,,Abraham,,1,Active,05/24/2021 11:01:43,05/24/2021 11:12:56,05/24/2021 11:12:56,05/24/2021 11:12:56,2021-05-24,628901,BALL STATE UNIVERSITY
CLARKL75,78183786,ClarkL75@cancer.com,,Lauren,,Clark,,1,Active,05/24/2021 09:32:54,05/24/2021 09:37:27,05/24/2021 09:37:27,05/24/2021 09:37:27,2021-05-24,4415701,"ECOHEALTH ALLIANCE, INC."
TAYLORT56,78181605,TaylorT56@cancer.com,,Tim,Achiaamah,Taylor,,1,Active,05/21/2021 11:57:28,05/21/2021 12:55:22,05/21/2021 12:40:01,05/21/2021 12:55:22,2021-05-21,1506502,UNIVERSITY OF MICHIGAN AT ANN ARBOR
HARDACREU53,78168854,HardacreU53@cancer.com,,Una,,Hardacre,,1,Active,05/13/2021 12:16:25,05/17/2021 17:41:05,05/17/2021 17:41:05,05/17/2021 17:41:05,2021-05-17,,
INCEE73,78176662,InceE73@cancer.com,,Eric,,Ince,,1,Active,05/18/2021 12:43:33,,,05/18/2021 12:43:33,2021-05-18,9021205,WAKE FOREST UNIVERSITY HEALTH SCIENCES
GIBSONA10,78184724,GibsonA10@cancer.com,,Alexandra,Thomas,Gibson,,1,Active,05/24/2021 16:23:06,05/24/2021 16:59:22,05/24/2021 16:59:22,05/24/2021 16:59:22,2021-05-24,6116101,NORTHEASTERN UNIVERSITY
BOWERO72,78184008,BowerO72@cancer.com,,Olivia,,Bower,,1,Active,05/24/2021 11:12:25,05/25/2021 09:55:14,05/25/2021 09:55:14,05/25/2021 09:55:14,2021-05-25,2793601,UNIVERSITY OF KENTUCKY
GREENEM1,78169729,GreeneM1@cancer.com,,Michelle,,Greene,,1,Active,05/12/2021 18:23:44,05/13/2021 14:00:33,05/13/2021 13:57:16,05/13/2021 14:00:33,2021-05-13,1381004,MONTANA STATE UNIVERSITY - BOZEMAN
SHORTJ78,78181792,ShortJ78@cancer.com,Dr,Jennifer,,Short,,1,Active,05/21/2021 13:32:04,05/21/2021 15:40:39,05/21/2021 15:40:39,05/21/2021 15:40:39,2021-05-21,8240301,TEMPLE UNIV OF THE COMMONWEALTH
LANGDONA86,78181264,LangdonA86@cancer.com,,Ava,,Langdon,,1,Active,05/21/2021 08:13:34,05/21/2021 12:18:03,05/21/2021 12:15:33,05/21/2021 12:18:03,2021-05-21,2059802,UNIVERSITY OF PITTSBURGH AT PITTSBURGH
MURRAYA10,78181533,MurrayA10@cancer.com,,Alison,S.,Murray,,1,Active,05/21/2021 11:24:36,,,05/21/2021 11:24:36,2021-05-21,6218701,OHIO STATE UNIVERSITY
MILLERB99,78171128,MillerB99@cancer.com,,Benjamin,,Miller,,1,Active,05/13/2021 14:28:50,05/14/2021 16:10:27,05/14/2021 16:05:47,05/14/2021 16:10:27,2021-05-14,1471102,UNIVERSITY OF ARKANSAS AT FAYETTEVILLE
CAMPBELLG56,78184165,CampbellG56@cancer.com,,Gordon,,Campbell,,1,Active,05/24/2021 12:34:41,05/24/2021 12:57:14,05/24/2021 12:57:14,05/24/2021 12:57:14,2021-05-24,490201,UNIVERSITY OF ARIZONA
PATERSONJ16,78178386,PatersonJ16@cancer.com,,John,,Paterson,,1,Active,05/19/2021 12:46:46,05/25/2021 13:57:00,05/25/2021 13:45:30,05/25/2021 13:57:00,2021-05-25,1402201,ROSALIND FRANKLIN UNIV OF MEDICINE & SCI
PAIGEG85,78174155,PaigeG85@cancer.com,,Gavin,,Paige,,1,Active,05/17/2021 08:55:20,05/17/2021 09:01:31,05/17/2021 09:01:31,05/17/2021 09:01:31,2021-05-17,4371701,MEDICAL UNIVERSITY OF VIENNA
CAMPBELLA50,78166491,CampbellA50@cancer.com,,Audrey,,Campbell,,1,Active,05/17/2021 15:31:39,05/24/2021 10:29:33,05/24/2021 10:29:33,05/24/2021 10:29:33,2021-05-24,1196203,"RUTGERS, THE STATE UNIV OF N.J."
SCOTTC55,78169414,ScottC55@cancer.com,,Colin,,Scott,,1,Active,05/12/2021 15:29:37,,,05/12/2021 15:29:37,2021-05-12,3714801,"LIFE LINK, INC."
AVERYD93,78172242,AveryD93@cancer.com,,Donna,J.,Avery,,1,Active,05/14/2021 09:30:07,,,05/14/2021 09:30:07,2021-05-14,5992619,UPSTATE MEDICAL UNIVERSITY
KELLYE65,78189790,KellyE65@cancer.com,,Emma,,Kelly,,1,Active,05/26/2021 15:49:25,,,05/26/2021 15:49:25,2021-05-26,9087701,UNIVERSITY OF WASHINGTON
TERRYV94,78181711,TerryV94@cancer.com,,Victoria,Esteban,Terry,,1,Active,05/21/2021 12:57:35,05/22/2021 09:09:09,05/22/2021 09:09:09,05/22/2021 09:09:09,2021-05-22,10008655,INSTITUTO DE EFECTIVIDAD CLINICA Y SANIT
KINGA87,78172997,KingA87@cancer.com,,Adam,,King,,1,Active,05/14/2021 14:51:43,05/17/2021 11:55:54,05/17/2021 11:52:52,05/17/2021 11:55:54,2021-05-17,577502,UNIVERSITY OF CALIFORNIA BERKELEY
HOWARDD21,78183934,HowardD21@cancer.com,,Dylan,,Howard,,1,Active,05/24/2021 10:50:53,05/24/2021 10:52:49,,05/24/2021 10:52:49,2021-05-24,4558101,UNIVERSITY OF LIVERPOOL
MURRAYA89,78179613,MurrayA89@cancer.com,,Adam,,Murray,,1,Active,05/20/2021 09:45:31,,,05/20/2021 09:45:31,2021-05-20,2076701,UNIVERSITY OF DELAWARE
TUCKERD7,78179731,TuckerD7@cancer.com,,Donna,,Tucker,,1,Active,05/25/2021 20:56:07,05/25/2021 20:56:25,,05/25/2021 20:56:25,2021-05-25,3212902,HARVARD MEDICAL SCHOOL
HOWARDF42,78179834,HowardF42@cancer.com,Mr,Fiona,Razak,Howard,,1,Active,05/20/2021 11:53:10,05/25/2021 17:21:01,05/25/2021 17:21:01,05/25/2021 17:21:01,2021-05-25,1605021,QUEENS COLLEGE
CLARKL76,78174824,ClarkL76@cancer.com,,Lily,,Clark,,1,Active,05/17/2021 13:41:02,,,05/17/2021 13:41:02,2021-05-17,10005267,BRYANT UNIVERSITY
FERGUSONL45,78170975,FergusonL45@cancer.com,,Lauren,,Ferguson,,1,Active,05/13/2021 13:28:17,05/13/2021 13:28:32,,05/13/2021 13:28:32,2021-05-13,577502,UNIVERSITY OF CALIFORNIA BERKELEY
TUCKERS37,78189827,TuckerS37@cancer.com,Prof,Stephen,,Tucker,,1,Active,05/26/2021 15:58:38,05/26/2021 16:12:07,05/26/2021 16:12:07,05/26/2021 16:12:07,2021-05-26,1506602,UNIVERSITY OF CONNECTICUT STORRS
MORGANV53,78183036,MorganV53@cancer.com,,Victoria,,Morgan,,1,Active,05/23/2021 23:10:33,05/24/2021 21:54:24,05/24/2021 21:51:28,05/24/2021 21:54:24,2021-05-24,6091701,NORTH DAKOTA STATE UNIVERSITY
SLATERM25,78176930,SlaterM25@cancer.com,,Michelle,J,Slater,,1,Active,05/18/2021 14:49:52,05/25/2021 17:45:46,05/25/2021 17:37:04,05/25/2021 17:45:46,2021-05-25,2021601,DARTMOUTH COLLEGE
DUNCANW17,78174582,DuncanW17@cancer.com,,Warren,,Duncan,,1,Active,05/17/2021 11:57:16,05/24/2021 21:40:49,05/24/2021 21:40:49,05/24/2021 21:40:49,2021-05-24,676602,UNIVERSITY OF GEORGIA
FISHERA44,78174521,FisherA44@cancer.com,,Adam,,Fisher,,1,Active,05/17/2021 11:34:05,05/18/2021 08:51:31,05/18/2021 08:51:31,05/18/2021 08:51:31,2021-05-18,10050601,"HERITAGE BEHAVIORAL HEALTH CENTER, INC."
KELLYA19,78175577,KellyA19@cancer.com,,Alison,,Kelly,,1,Active,05/17/2021 20:23:16,05/18/2021 13:53:23,05/18/2021 13:53:23,05/18/2021 13:53:23,2021-05-18,10034284,"COMMUNITY HEALTH NETWORK FOUNDATION, INC"
FISHERT98,78191327,FisherT98@cancer.com,,Thomas,,Fisher,,1,Active,05/27/2021 11:19:47,05/27/2021 11:23:33,05/27/2021 11:23:33,05/27/2021 11:23:33,2021-05-27,6463801,UNIVERSITY OF PENNSYLVANIA
DUNCANL50,78174146,DuncanL50@cancer.com,Mr,Leah,Michael,Duncan,,1,Active,05/17/2021 08:46:52,05/25/2021 14:47:42,05/25/2021 14:47:42,05/25/2021 14:47:42,2021-05-25,3875901,SOUTH CAROLINA SHARE
PAYNEN16,78170265,PayneN16@cancer.com,,Natalie,Joseph,Payne,,1,Active,05/13/2021 08:30:02,05/18/2021 13:18:13,05/18/2021 13:17:13,05/18/2021 13:18:13,2021-05-18,1481402,PURDUE UNIVERSITY
PEAKEG82,78178333,PeakeG82@cancer.com,,Gordon,,Peake,,1,Active,05/19/2021 12:08:03,05/20/2021 09:07:42,05/20/2021 09:07:42,05/20/2021 09:07:42,2021-05-20,578403,"UNIVERSITY OF TEXAS, AUSTIN"
DYERC53,78179579,DyerC53@cancer.com,Mr,Connor,,Dyer,,1,Active,05/20/2021 09:21:32,05/20/2021 13:56:49,05/20/2021 13:55:12,05/20/2021 13:56:49,2021-05-20,8968001,VIRGINIA POLYTECHNIC INST AND ST UNIV
FERGUSONP48,78178547,FergusonP48@cancer.com,,Pippa,,Ferguson,,1,Active,05/19/2021 14:20:10,,,05/19/2021 14:20:10,2021-05-19,3834301,COASTAL CAROLINA UNIVERSITY
TERRYP57,78169331,TerryP57@cancer.com,,Phil,,Terry,,1,Active,05/12/2021 15:00:36,05/13/2021 08:29:15,05/13/2021 08:29:15,05/13/2021 08:29:15,2021-05-13,10065441,"CLEAN SLATE SOBER LIVING, LLC"
BROWNC5,78170670,BrownC5@cancer.com,,Carol,,Brown,,1,Active,05/13/2021 11:37:10,05/13/2021 11:43:55,05/13/2021 11:43:55,05/13/2021 11:43:55,2021-05-13,2531001,"AURORA HEALTH CARE, INC."
ABRAHAMS75,78182760,AbrahamS75@cancer.com,,Samantha,,Abraham,,1,Active,05/22/2021 07:21:30,05/22/2021 08:39:54,05/22/2021 08:39:54,05/22/2021 08:39:54,2021-05-22,10053000,LUSAKA APEX MEDICAL UNIVERSITY
CARRL98,78187504,CarrL98@cancer.com,,Liam,,Carr,,1,Active,05/25/2021 15:47:49,05/25/2021 16:16:26,05/25/2021 16:16:26,05/25/2021 16:16:26,2021-05-25,424401,ST. LUKE'S HOSPITAL OF BETHLEHEM PA
GREENEC47,78182005,GreeneC47@cancer.com,,Carol,,Greene,,1,Active,05/21/2021 14:47:52,05/26/2021 14:31:36,05/26/2021 14:31:36,05/26/2021 14:31:36,2021-05-26,10021612,UNIVERSITY OF NEW MEXICO HEALTH SCIS CTR
WELCHM81,78175525,WelchM81@cancer.com,,Melanie,Christine,Welch,,1,Active,05/21/2021 14:34:24,05/25/2021 15:26:25,05/25/2021 15:19:30,05/25/2021 15:26:25,2021-05-25,577703,UNIVERSITY OF ILLINOIS AT CHICAGO
SCOTTV42,78174793,ScottV42@cancer.com,,Victoria,,Scott,,1,Active,05/17/2021 13:26:07,05/17/2021 13:54:13,05/17/2021 13:42:50,05/17/2021 13:54:13,2021-05-17,578205,UNIVERSITY OF NORTH CAROLINA GREENSBORO
COLEMANA45,78173018,ColemanA45@cancer.com,Ms,Anne,C,Coleman,,1,Active,05/14/2021 15:01:57,05/20/2021 14:00:25,05/20/2021 13:55:23,05/20/2021 14:00:25,2021-05-20,8968001,VIRGINIA POLYTECHNIC INST AND ST UNIV
RUTHERFORDS41,78181698,RutherfordS41@cancer.com,,Sam,,Rutherford,,1,Active,05/21/2021 12:48:07,05/21/2021 13:06:27,05/21/2021 13:06:27,05/21/2021 13:06:27,2021-05-21,10065257,"MENTAL HEALTH CENTER OF EAST-CENTRAL KANSAS INC, THE"
VAUGHANA35,78169692,VaughanA35@cancer.com,,Amy,,Vaughan,,1,Active,05/12/2021 17:39:39,05/13/2021 12:51:59,05/13/2021 12:50:48,05/13/2021 12:51:59,2021-05-13,1720001,"DNASTAR, INC."
BOWERC91,78187473,BowerC91@cancer.com,Mr,Charles,Joshua,Bower,,1,Active,05/25/2021 17:08:15,05/27/2021 11:47:20,05/27/2021 11:42:09,05/27/2021 11:47:20,2021-05-27,5992612,STATE UNIVERSITY NEW YORK STONY BROOK
OGDENY9,78175039,OgdenY9@cancer.com,,Yvonne,Dawn ,Ogden,,1,Active,05/17/2021 14:57:29,,,05/17/2021 14:57:29,2021-05-17,578417,UNIVERSITY OF TEXAS HLTH SCI CTR HOUSTON
HILLC66,78175571,HillC66@cancer.com,,Connor,,Hill,,1,Active,05/17/2021 19:46:00,05/18/2021 09:55:14,05/18/2021 09:55:14,05/18/2021 09:55:14,2021-05-18,3497005,KAISER FOUNDATION RESEARCH INSTITUTE
ROBERTSONC8,78181510,RobertsonC8@cancer.com,,Connor,Clement Desmond ,Robertson,,1,Active,05/21/2021 11:14:46,05/21/2021 12:00:59,05/21/2021 12:00:59,05/21/2021 12:00:59,2021-05-21,10014286,KWAME NKRUMAH UNIVERSITY/SCIENCE/TECH
ALLANA69,78170495,AllanA69@cancer.com,,Anthony,,Allan,,1,Active,05/13/2021 10:04:18,,,05/13/2021 10:04:18,2021-05-13,6957401,RHODE ISLAND COLLEGE
TAYLORZ83,78171548,TaylorZ83@cancer.com,,Zoe,,Taylor,,1,Active,05/13/2021 18:25:29,05/13/2021 18:37:37,05/13/2021 18:30:40,05/13/2021 18:37:37,2021-05-13,577502,UNIVERSITY OF CALIFORNIA BERKELEY
FRASERV84,78191213,FraserV84@cancer.com,,Vanessa,Mikhako,Fraser,,1,Active,05/27/2021 10:23:01,,,05/27/2021 10:23:01,2021-05-27,10052861,AGA KHAN UNIVERSITY (KENYA)
LAMBERTK74,78174361,LambertK74@cancer.com,,Kimberly,Augustus,Lambert,,1,Active,05/17/2021 10:47:30,05/24/2021 12:30:35,05/24/2021 12:30:35,05/24/2021 12:30:35,2021-05-24,2059802,UNIVERSITY OF PITTSBURGH AT PITTSBURGH
CAMERONP4,78183007,CameronP4@cancer.com,,Peter,,Cameron,,1,Active,05/24/2021 15:57:22,05/27/2021 10:10:35,05/27/2021 10:10:35,05/27/2021 10:10:35,2021-05-27,894901,BOSTON UNIVERSITY MEDICAL CAMPUS
HARRISJ56,78178824,HarrisJ56@cancer.com,,Jacob,,Harris,,1,Active,05/19/2021 16:33:13,05/19/2021 17:34:40,05/19/2021 17:34:40,05/19/2021 17:34:40,2021-05-19,1199902,UNIVERSITY OF COLORADO
LANGDONJ90,78172992,LangdonJ90@cancer.com,,Julia,,Langdon,,1,Active,05/14/2021 14:48:41,,,05/14/2021 14:48:41,2021-05-14,1169201,TEXAS STATE DEPT OF HEALTH SERVICES
HOWARDT44,78172822,HowardT44@cancer.com,,Tim,,Howard,,1,Active,05/14/2021 13:23:31,05/14/2021 14:32:18,05/14/2021 14:32:18,05/14/2021 14:32:18,2021-05-14,9412601,UNIVERSITY OF WYOMING
LAWRENCEC60,78190925,LawrenceC60@cancer.com,,Cameron,CHINONSO,Lawrence,,1,Active,05/27/2021 04:20:17,05/27/2021 07:04:56,05/27/2021 07:04:56,05/27/2021 07:04:56,2021-05-27,10006211,"CENTER FOR BIOETHICS AND RESEARCH, NIGERIA"
BAKERS21,78184492,BakerS21@cancer.com,,Samantha,D.,Baker,,1,Active,05/24/2021 14:43:37,,,05/24/2021 14:43:37,2021-05-24,1506502,UNIVERSITY OF MICHIGAN AT ANN ARBOR
CLARKS36,78172933,ClarkS36@cancer.com,,Sarah,D.,Clark,,1,Active,05/14/2021 14:17:17,05/14/2021 16:16:32,05/14/2021 16:13:00,05/14/2021 16:16:32,2021-05-14,8968001,VIRGINIA POLYTECHNIC INST AND ST UNIV
WALSHF30,78174085,WalshF30@cancer.com,,Felicity,,Walsh,,1,Active,05/17/2021 07:55:14,05/17/2021 21:43:32,05/17/2021 21:43:32,05/17/2021 21:43:32,2021-05-17,353201,VIRGINIA COMMONWEALTH UNIVERSITY
PEAKED26,78174761,PeakeD26@cancer.com,,Deirdre,,Peake,,1,Active,05/17/2021 13:04:23,,,05/17/2021 13:04:23,2021-05-17,1856301,CONNECTICUT ST DEPT OF MH/ADDICTION SRVS
HEMMINGSV94,78184269,HemmingsV94@cancer.com,,Virginia,E,Hemmings,,1,Active,05/26/2021 21:17:23,05/27/2021 12:36:47,05/27/2021 12:36:47,05/27/2021 12:36:47,2021-05-27,850903,UNIV OF MASSACHUSETTS MED SCH WORCESTER
PAIGEH31,78181601,PaigeH31@cancer.com,,Harry,,Paige,,1,Active,05/21/2021 11:54:23,,,05/21/2021 11:54:23,2021-05-21,10032496,HIGH POINT UNIVERSITY
JAMESD55,78169425,JamesD55@cancer.com,,Diane,E,James,,1,Active,05/12/2021 15:32:27,05/24/2021 16:22:03,05/24/2021 16:10:04,05/24/2021 16:22:03,2021-05-24,1288803,UNIVERSITY OF ALABAMA AT BIRMINGHAM
NASHJ12,78172828,NashJ12@cancer.com,,Jasmine,E,Nash,,1,Active,05/14/2021 13:26:27,,,05/14/2021 13:26:27,2021-05-14,9412601,UNIVERSITY OF WYOMING
PAYNEA3,78179912,PayneA3@cancer.com,,Amelia,,Payne,,1,Active,05/20/2021 11:36:29,,,05/20/2021 11:36:29,2021-05-20,577703,UNIVERSITY OF ILLINOIS AT CHICAGO
MARSHALLT87,78182096,MarshallT87@cancer.com,,Tim,,Marshall,,1,Active,05/21/2021 15:15:02,05/22/2021 19:48:02,05/22/2021 19:48:02,05/22/2021 19:48:02,2021-05-22,4679701,UNIVERSITY OF LOUISVILLE
SMITHK24,78186369,SmithK24@cancer.com,,Kevin,,Smith,,1,Active,05/25/2021 11:54:52,,,05/25/2021 11:54:52,2021-05-25,10065603,"LAPIX THERAPEUTICS, INC."
WALKERO39,78178326,WalkerO39@cancer.com,,Oliver,,Walker,,1,Active,05/19/2021 12:02:33,05/19/2021 13:42:17,05/19/2021 13:38:27,05/19/2021 13:42:17,2021-05-19,2021601,DARTMOUTH COLLEGE
WALKERE26,78183004,WalkerE26@cancer.com,,Eric,,Walker,,1,Active,05/26/2021 16:02:19,05/27/2021 10:18:48,05/27/2021 10:18:48,05/27/2021 10:18:48,2021-05-27,894901,BOSTON UNIVERSITY MEDICAL CAMPUS
THOMSONK36,78174123,ThomsonK36@cancer.com,,Kevin,,Thomson,,1,Active,05/17/2021 08:25:36,05/17/2021 14:55:00,05/17/2021 14:55:00,05/17/2021 14:55:00,2021-05-17,8266910,TEXAS A&M UNIVERSITY HEALTH SCIENCE CTR
MACLEODS87,78181343,MacLeodS87@cancer.com,,Sally,,MacLeod,,1,Active,05/21/2021 09:55:03,05/21/2021 09:59:53,05/21/2021 09:59:53,05/21/2021 09:59:53,2021-05-21,10065498,ALCOHOL AND DRUG FREEDOM CENTER OF KNOX COUNTY
CLARKF43,78186424,ClarkF43@cancer.com,,Fiona,,Clark,,1,Active,05/25/2021 12:13:14,05/25/2021 13:15:07,05/25/2021 13:03:38,05/25/2021 13:15:07,2021-05-25,577704,UNIVERSITY OF ILLINOIS AT URBANA-CHAMPAIGN
OLIVERL59,78170744,OliverL59@cancer.com,,Luke,Faruk,Oliver,,1,Active,05/13/2021 12:03:18,05/19/2021 15:37:11,05/19/2021 15:37:11,05/19/2021 15:37:11,2021-05-19,6144650,NORTHWESTERN UNIVERSITY AT CHICAGO
BERRYP22,78187028,BerryP22@cancer.com,,Penelope,,Berry,,1,Active,05/25/2021 14:35:19,05/26/2021 21:24:19,05/26/2021 21:18:41,05/26/2021 21:24:19,2021-05-26,9083901,WASHINGTON UNIVERSITY
